sample_id,file_path,category,subcategory,instrument,tags,duration,sample_rate,source,source_id,license,pitch,dynamic,technique,description
nature_human_speech_0305,data/corpus/nature/human/nature_human_speech_0305.wav,nature,human,speech,speech;clean;read,13.875,22050,LibriSpeech,1919-142785-0036.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0306,data/corpus/nature/human/nature_human_speech_0306.wav,nature,human,speech,speech;clean;read,2.97,22050,LibriSpeech,1919-142785-0037.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0307,data/corpus/nature/human/nature_human_speech_0307.wav,nature,human,speech,speech;clean;read,5.905,22050,LibriSpeech,1919-142785-0038.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0308,data/corpus/nature/human/nature_human_speech_0308.wav,nature,human,speech,speech;clean;read,2.88,22050,LibriSpeech,1919-142785-0039.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0309,data/corpus/nature/human/nature_human_speech_0309.wav,nature,human,speech,speech;clean;read,7.92,22050,LibriSpeech,1919-142785-0040.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0310,data/corpus/nature/human/nature_human_speech_0310.wav,nature,human,speech,speech;clean;read,12.15,22050,LibriSpeech,1919-142785-0041.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0311,data/corpus/nature/human/nature_human_speech_0311.wav,nature,human,speech,speech;clean;read,3.87,22050,LibriSpeech,1919-142785-0042.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0312,data/corpus/nature/human/nature_human_speech_0312.wav,nature,human,speech,speech;clean;read,7.085,22050,LibriSpeech,1919-142785-0043.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0313,data/corpus/nature/human/nature_human_speech_0313.wav,nature,human,speech,speech;clean;read,5.77,22050,LibriSpeech,1919-142785-0044.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0314,data/corpus/nature/human/nature_human_speech_0314.wav,nature,human,speech,speech;clean;read,6.11,22050,LibriSpeech,1919-142785-0045.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0315,data/corpus/nature/human/nature_human_speech_0315.wav,nature,human,speech,speech;clean;read,2.635,22050,LibriSpeech,1919-142785-0046.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0316,data/corpus/nature/human/nature_human_speech_0316.wav,nature,human,speech,speech;clean;read,17.665,22050,LibriSpeech,1919-142785-0047.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0317,data/corpus/nature/human/nature_human_speech_0317.wav,nature,human,speech,speech;clean;read,1.84,22050,LibriSpeech,1919-142785-0048.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0318,data/corpus/nature/human/nature_human_speech_0318.wav,nature,human,speech,speech;clean;read,15.835,22050,LibriSpeech,1919-142785-0049.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0319,data/corpus/nature/human/nature_human_speech_0319.wav,nature,human,speech,speech;clean;read,8.79,22050,LibriSpeech,1919-142785-0050.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0320,data/corpus/nature/human/nature_human_speech_0320.wav,nature,human,speech,speech;clean;read,9.29,22050,LibriSpeech,1919-142785-0051.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0321,data/corpus/nature/human/nature_human_speech_0321.wav,nature,human,speech,speech;clean;read,3.1,22050,LibriSpeech,1919-142785-0052.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0322,data/corpus/nature/human/nature_human_speech_0322.wav,nature,human,speech,speech;clean;read,11.06,22050,LibriSpeech,1919-142785-0053.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0323,data/corpus/nature/human/nature_human_speech_0323.wav,nature,human,speech,speech;clean;read,7.725,22050,LibriSpeech,1919-142785-0054.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0324,data/corpus/nature/human/nature_human_speech_0324.wav,nature,human,speech,speech;clean;read,9.51,22050,LibriSpeech,1919-142785-0055.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0325,data/corpus/nature/human/nature_human_speech_0325.wav,nature,human,speech,speech;clean;read,2.1,22050,LibriSpeech,1919-142785-0056.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0326,data/corpus/nature/human/nature_human_speech_0326.wav,nature,human,speech,speech;clean;read,8.31,22050,LibriSpeech,1919-142785-0057.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0327,data/corpus/nature/human/nature_human_speech_0327.wav,nature,human,speech,speech;clean;read,2.36,22050,LibriSpeech,1919-142785-0058.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0328,data/corpus/nature/human/nature_human_speech_0328.wav,nature,human,speech,speech;clean;read,8.745,22050,LibriSpeech,1919-142785-0059.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0329,data/corpus/nature/human/nature_human_speech_0329.wav,nature,human,speech,speech;clean;read,7.405,22050,LibriSpeech,1919-142785-0060.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0330,data/corpus/nature/human/nature_human_speech_0330.wav,nature,human,speech,speech;clean;read,17.43,22050,LibriSpeech,1919-142785-0061.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0331,data/corpus/nature/human/nature_human_speech_0331.wav,nature,human,speech,speech;clean;read,4.14,22050,LibriSpeech,1919-142785-0062.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0332,data/corpus/nature/human/nature_human_speech_0332.wav,nature,human,speech,speech;clean;read,2.8,22050,LibriSpeech,1919-142785-0063.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1919-142785
nature_human_speech_0333,data/corpus/nature/human/nature_human_speech_0333.wav,nature,human,speech,speech;clean;read,14.95,22050,LibriSpeech,1988-147956-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0334,data/corpus/nature/human/nature_human_speech_0334.wav,nature,human,speech,speech;clean;read,14.21,22050,LibriSpeech,1988-147956-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0335,data/corpus/nature/human/nature_human_speech_0335.wav,nature,human,speech,speech;clean;read,4.395,22050,LibriSpeech,1988-147956-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0336,data/corpus/nature/human/nature_human_speech_0336.wav,nature,human,speech,speech;clean;read,2.495,22050,LibriSpeech,1988-147956-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0337,data/corpus/nature/human/nature_human_speech_0337.wav,nature,human,speech,speech;clean;read,9.025,22050,LibriSpeech,1988-147956-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0338,data/corpus/nature/human/nature_human_speech_0338.wav,nature,human,speech,speech;clean;read,3.47,22050,LibriSpeech,1988-147956-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0339,data/corpus/nature/human/nature_human_speech_0339.wav,nature,human,speech,speech;clean;read,5.38,22050,LibriSpeech,1988-147956-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0340,data/corpus/nature/human/nature_human_speech_0340.wav,nature,human,speech,speech;clean;read,5.865,22050,LibriSpeech,1988-147956-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0341,data/corpus/nature/human/nature_human_speech_0341.wav,nature,human,speech,speech;clean;read,14.92,22050,LibriSpeech,1988-147956-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0342,data/corpus/nature/human/nature_human_speech_0342.wav,nature,human,speech,speech;clean;read,5.16,22050,LibriSpeech,1988-147956-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0343,data/corpus/nature/human/nature_human_speech_0343.wav,nature,human,speech,speech;clean;read,3.855,22050,LibriSpeech,1988-147956-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0344,data/corpus/nature/human/nature_human_speech_0344.wav,nature,human,speech,speech;clean;read,5.23,22050,LibriSpeech,1988-147956-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0345,data/corpus/nature/human/nature_human_speech_0345.wav,nature,human,speech,speech;clean;read,4.57,22050,LibriSpeech,1988-147956-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0346,data/corpus/nature/human/nature_human_speech_0346.wav,nature,human,speech,speech;clean;read,2.89,22050,LibriSpeech,1988-147956-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0347,data/corpus/nature/human/nature_human_speech_0347.wav,nature,human,speech,speech;clean;read,2.185,22050,LibriSpeech,1988-147956-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0348,data/corpus/nature/human/nature_human_speech_0348.wav,nature,human,speech,speech;clean;read,4.175,22050,LibriSpeech,1988-147956-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0349,data/corpus/nature/human/nature_human_speech_0349.wav,nature,human,speech,speech;clean;read,3.17,22050,LibriSpeech,1988-147956-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0350,data/corpus/nature/human/nature_human_speech_0350.wav,nature,human,speech,speech;clean;read,6.3,22050,LibriSpeech,1988-147956-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0351,data/corpus/nature/human/nature_human_speech_0351.wav,nature,human,speech,speech;clean;read,3.535,22050,LibriSpeech,1988-147956-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0352,data/corpus/nature/human/nature_human_speech_0352.wav,nature,human,speech,speech;clean;read,6.135,22050,LibriSpeech,1988-147956-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0353,data/corpus/nature/human/nature_human_speech_0353.wav,nature,human,speech,speech;clean;read,6.78,22050,LibriSpeech,1988-147956-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0354,data/corpus/nature/human/nature_human_speech_0354.wav,nature,human,speech,speech;clean;read,4.935,22050,LibriSpeech,1988-147956-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0355,data/corpus/nature/human/nature_human_speech_0355.wav,nature,human,speech,speech;clean;read,7.54,22050,LibriSpeech,1988-147956-0022.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0356,data/corpus/nature/human/nature_human_speech_0356.wav,nature,human,speech,speech;clean;read,4.14,22050,LibriSpeech,1988-147956-0023.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0357,data/corpus/nature/human/nature_human_speech_0357.wav,nature,human,speech,speech;clean;read,3.085,22050,LibriSpeech,1988-147956-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0358,data/corpus/nature/human/nature_human_speech_0358.wav,nature,human,speech,speech;clean;read,2.41,22050,LibriSpeech,1988-147956-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0359,data/corpus/nature/human/nature_human_speech_0359.wav,nature,human,speech,speech;clean;read,6.915,22050,LibriSpeech,1988-147956-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0360,data/corpus/nature/human/nature_human_speech_0360.wav,nature,human,speech,speech;clean;read,7.73,22050,LibriSpeech,1988-147956-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0361,data/corpus/nature/human/nature_human_speech_0361.wav,nature,human,speech,speech;clean;read,5.88,22050,LibriSpeech,1988-147956-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0362,data/corpus/nature/human/nature_human_speech_0362.wav,nature,human,speech,speech;clean;read,5.65,22050,LibriSpeech,1988-147956-0029.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-147956
nature_human_speech_0363,data/corpus/nature/human/nature_human_speech_0363.wav,nature,human,speech,speech;clean;read,16.825,22050,LibriSpeech,1988-148538-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0364,data/corpus/nature/human/nature_human_speech_0364.wav,nature,human,speech,speech;clean;read,11.02,22050,LibriSpeech,1988-148538-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0365,data/corpus/nature/human/nature_human_speech_0365.wav,nature,human,speech,speech;clean;read,4.45,22050,LibriSpeech,1988-148538-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0366,data/corpus/nature/human/nature_human_speech_0366.wav,nature,human,speech,speech;clean;read,5.58,22050,LibriSpeech,1988-148538-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0367,data/corpus/nature/human/nature_human_speech_0367.wav,nature,human,speech,speech;clean;read,13.7,22050,LibriSpeech,1988-148538-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0368,data/corpus/nature/human/nature_human_speech_0368.wav,nature,human,speech,speech;clean;read,16.35,22050,LibriSpeech,1988-148538-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0369,data/corpus/nature/human/nature_human_speech_0369.wav,nature,human,speech,speech;clean;read,22.865,22050,LibriSpeech,1988-148538-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0370,data/corpus/nature/human/nature_human_speech_0370.wav,nature,human,speech,speech;clean;read,7.44,22050,LibriSpeech,1988-148538-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0371,data/corpus/nature/human/nature_human_speech_0371.wav,nature,human,speech,speech;clean;read,6.815,22050,LibriSpeech,1988-148538-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0372,data/corpus/nature/human/nature_human_speech_0372.wav,nature,human,speech,speech;clean;read,7.4,22050,LibriSpeech,1988-148538-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0373,data/corpus/nature/human/nature_human_speech_0373.wav,nature,human,speech,speech;clean;read,8.685,22050,LibriSpeech,1988-148538-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0374,data/corpus/nature/human/nature_human_speech_0374.wav,nature,human,speech,speech;clean;read,9.55,22050,LibriSpeech,1988-148538-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0375,data/corpus/nature/human/nature_human_speech_0375.wav,nature,human,speech,speech;clean;read,13.655,22050,LibriSpeech,1988-148538-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0376,data/corpus/nature/human/nature_human_speech_0376.wav,nature,human,speech,speech;clean;read,10.405,22050,LibriSpeech,1988-148538-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0377,data/corpus/nature/human/nature_human_speech_0377.wav,nature,human,speech,speech;clean;read,10.615,22050,LibriSpeech,1988-148538-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0378,data/corpus/nature/human/nature_human_speech_0378.wav,nature,human,speech,speech;clean;read,17.335,22050,LibriSpeech,1988-148538-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-148538
nature_human_speech_0379,data/corpus/nature/human/nature_human_speech_0379.wav,nature,human,speech,speech;clean;read,3.32,22050,LibriSpeech,1988-24833-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0380,data/corpus/nature/human/nature_human_speech_0380.wav,nature,human,speech,speech;clean;read,7.895,22050,LibriSpeech,1988-24833-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0381,data/corpus/nature/human/nature_human_speech_0381.wav,nature,human,speech,speech;clean;read,4.555,22050,LibriSpeech,1988-24833-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0382,data/corpus/nature/human/nature_human_speech_0382.wav,nature,human,speech,speech;clean;read,5.16,22050,LibriSpeech,1988-24833-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0383,data/corpus/nature/human/nature_human_speech_0383.wav,nature,human,speech,speech;clean;read,5.5,22050,LibriSpeech,1988-24833-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0384,data/corpus/nature/human/nature_human_speech_0384.wav,nature,human,speech,speech;clean;read,6.455,22050,LibriSpeech,1988-24833-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0385,data/corpus/nature/human/nature_human_speech_0385.wav,nature,human,speech,speech;clean;read,1.98,22050,LibriSpeech,1988-24833-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0386,data/corpus/nature/human/nature_human_speech_0386.wav,nature,human,speech,speech;clean;read,5.28,22050,LibriSpeech,1988-24833-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0387,data/corpus/nature/human/nature_human_speech_0387.wav,nature,human,speech,speech;clean;read,2.47,22050,LibriSpeech,1988-24833-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0388,data/corpus/nature/human/nature_human_speech_0388.wav,nature,human,speech,speech;clean;read,6.52,22050,LibriSpeech,1988-24833-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0389,data/corpus/nature/human/nature_human_speech_0389.wav,nature,human,speech,speech;clean;read,3.03,22050,LibriSpeech,1988-24833-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0390,data/corpus/nature/human/nature_human_speech_0390.wav,nature,human,speech,speech;clean;read,9.69,22050,LibriSpeech,1988-24833-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0391,data/corpus/nature/human/nature_human_speech_0391.wav,nature,human,speech,speech;clean;read,3.64,22050,LibriSpeech,1988-24833-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0392,data/corpus/nature/human/nature_human_speech_0392.wav,nature,human,speech,speech;clean;read,5.535,22050,LibriSpeech,1988-24833-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0393,data/corpus/nature/human/nature_human_speech_0393.wav,nature,human,speech,speech;clean;read,2.53,22050,LibriSpeech,1988-24833-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0394,data/corpus/nature/human/nature_human_speech_0394.wav,nature,human,speech,speech;clean;read,4.745,22050,LibriSpeech,1988-24833-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0395,data/corpus/nature/human/nature_human_speech_0395.wav,nature,human,speech,speech;clean;read,2.455,22050,LibriSpeech,1988-24833-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0396,data/corpus/nature/human/nature_human_speech_0396.wav,nature,human,speech,speech;clean;read,6.12,22050,LibriSpeech,1988-24833-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0397,data/corpus/nature/human/nature_human_speech_0397.wav,nature,human,speech,speech;clean;read,5.35,22050,LibriSpeech,1988-24833-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0398,data/corpus/nature/human/nature_human_speech_0398.wav,nature,human,speech,speech;clean;read,2.715,22050,LibriSpeech,1988-24833-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0399,data/corpus/nature/human/nature_human_speech_0399.wav,nature,human,speech,speech;clean;read,6.4,22050,LibriSpeech,1988-24833-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0400,data/corpus/nature/human/nature_human_speech_0400.wav,nature,human,speech,speech;clean;read,4.28,22050,LibriSpeech,1988-24833-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0401,data/corpus/nature/human/nature_human_speech_0401.wav,nature,human,speech,speech;clean;read,2.765,22050,LibriSpeech,1988-24833-0022.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0402,data/corpus/nature/human/nature_human_speech_0402.wav,nature,human,speech,speech;clean;read,4.32,22050,LibriSpeech,1988-24833-0023.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0403,data/corpus/nature/human/nature_human_speech_0403.wav,nature,human,speech,speech;clean;read,6.005,22050,LibriSpeech,1988-24833-0024.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0404,data/corpus/nature/human/nature_human_speech_0404.wav,nature,human,speech,speech;clean;read,2.91,22050,LibriSpeech,1988-24833-0025.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0405,data/corpus/nature/human/nature_human_speech_0405.wav,nature,human,speech,speech;clean;read,2.595,22050,LibriSpeech,1988-24833-0026.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0406,data/corpus/nature/human/nature_human_speech_0406.wav,nature,human,speech,speech;clean;read,2.545,22050,LibriSpeech,1988-24833-0027.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0407,data/corpus/nature/human/nature_human_speech_0407.wav,nature,human,speech,speech;clean;read,2.95,22050,LibriSpeech,1988-24833-0028.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1988-24833
nature_human_speech_0408,data/corpus/nature/human/nature_human_speech_0408.wav,nature,human,speech,speech;clean;read,6.715,22050,LibriSpeech,1993-147149-0000.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0409,data/corpus/nature/human/nature_human_speech_0409.wav,nature,human,speech,speech;clean;read,9.535,22050,LibriSpeech,1993-147149-0001.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0410,data/corpus/nature/human/nature_human_speech_0410.wav,nature,human,speech,speech;clean;read,5.76,22050,LibriSpeech,1993-147149-0002.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0411,data/corpus/nature/human/nature_human_speech_0411.wav,nature,human,speech,speech;clean;read,14.3,22050,LibriSpeech,1993-147149-0003.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0412,data/corpus/nature/human/nature_human_speech_0412.wav,nature,human,speech,speech;clean;read,7.4,22050,LibriSpeech,1993-147149-0004.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0413,data/corpus/nature/human/nature_human_speech_0413.wav,nature,human,speech,speech;clean;read,7.98,22050,LibriSpeech,1993-147149-0005.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0414,data/corpus/nature/human/nature_human_speech_0414.wav,nature,human,speech,speech;clean;read,27.88,22050,LibriSpeech,1993-147149-0006.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0415,data/corpus/nature/human/nature_human_speech_0415.wav,nature,human,speech,speech;clean;read,7.91,22050,LibriSpeech,1993-147149-0007.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0416,data/corpus/nature/human/nature_human_speech_0416.wav,nature,human,speech,speech;clean;read,3.39,22050,LibriSpeech,1993-147149-0008.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0417,data/corpus/nature/human/nature_human_speech_0417.wav,nature,human,speech,speech;clean;read,17.28,22050,LibriSpeech,1993-147149-0009.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0418,data/corpus/nature/human/nature_human_speech_0418.wav,nature,human,speech,speech;clean;read,3.28,22050,LibriSpeech,1993-147149-0010.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0419,data/corpus/nature/human/nature_human_speech_0419.wav,nature,human,speech,speech;clean;read,3.12,22050,LibriSpeech,1993-147149-0011.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0420,data/corpus/nature/human/nature_human_speech_0420.wav,nature,human,speech,speech;clean;read,5.28,22050,LibriSpeech,1993-147149-0012.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0421,data/corpus/nature/human/nature_human_speech_0421.wav,nature,human,speech,speech;clean;read,5.075,22050,LibriSpeech,1993-147149-0013.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0422,data/corpus/nature/human/nature_human_speech_0422.wav,nature,human,speech,speech;clean;read,3.055,22050,LibriSpeech,1993-147149-0014.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0423,data/corpus/nature/human/nature_human_speech_0423.wav,nature,human,speech,speech;clean;read,8.26,22050,LibriSpeech,1993-147149-0015.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0424,data/corpus/nature/human/nature_human_speech_0424.wav,nature,human,speech,speech;clean;read,5.845,22050,LibriSpeech,1993-147149-0016.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0425,data/corpus/nature/human/nature_human_speech_0425.wav,nature,human,speech,speech;clean;read,3.78,22050,LibriSpeech,1993-147149-0017.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0426,data/corpus/nature/human/nature_human_speech_0426.wav,nature,human,speech,speech;clean;read,13.29,22050,LibriSpeech,1993-147149-0018.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0427,data/corpus/nature/human/nature_human_speech_0427.wav,nature,human,speech,speech;clean;read,6.96,22050,LibriSpeech,1993-147149-0019.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0428,data/corpus/nature/human/nature_human_speech_0428.wav,nature,human,speech,speech;clean;read,16.98,22050,LibriSpeech,1993-147149-0020.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
nature_human_speech_0429,data/corpus/nature/human/nature_human_speech_0429.wav,nature,human,speech,speech;clean;read,10.49,22050,LibriSpeech,1993-147149-0021.flac,CC-BY 4.0,,,,clean speech from LibriSpeech 1993-147149
